L1,L2,C,R
4.488367e-09,3.697337e-10,1.225249e-12,5.000000e-01
5.000000e-09,2.869516e-10,9.829447e-13,5.000000e-01
5.000000e-09,4.957321e-10,5.757098e-13,5.000000e-01
5.000000e-09,2.894691e-10,7.931754e-13,5.000000e-01
5.000000e-09,3.010838e-10,8.753884e-13,5.000000e-01
5.000000e-09,4.721499e-10,7.629494e-13,5.000000e-01
3.564308e-09,4.676424e-10,1.424109e-12,5.000000e-01
4.723281e-09,4.309044e-10,1.010062e-12,5.000000e-01
3.534050e-09,7.750064e-10,1.361538e-12,5.000000e-01
5.000000e-09,2.588954e-10,8.379769e-13,5.000000e-01
5.000000e-09,3.642355e-10,9.011888e-13,5.000000e-01
4.933635e-09,3.797614e-10,1.060066e-12,5.000000e-01
5.000000e-09,1.038253e-10,8.452800e-13,5.000000e-01
3.849211e-09,6.226428e-10,8.357939e-13,5.000000e-01
5.000000e-09,2.459760e-10,8.023074e-13,5.000000e-01
5.000000e-09,5.103624e-10,9.793015e-13,5.000000e-01
5.000000e-09,1.510523e-10,8.934788e-13,5.000000e-01
5.000000e-09,1.038145e-10,7.552836e-13,5.000000e-01
5.000000e-09,1.229236e-10,7.433426e-13,5.000000e-01
3.736705e-09,5.438294e-10,1.272579e-12,5.000000e-01
5.000000e-09,2.635415e-10,1.224445e-12,5.000000e-01
2.983839e-09,6.121673e-10,6.873689e-13,5.000000e-01
2.984754e-09,4.735700e-10,9.787359e-13,5.000000e-01
5.000000e-09,3.916632e-10,8.183139e-13,5.000000e-01
1.621291e-09,2.335415e-10,9.921269e-13,5.000000e-01
3.877553e-09,5.893469e-10,7.701498e-13,5.000000e-01
3.830937e-09,4.643236e-10,1.432133e-12,5.000000e-01
4.598685e-09,4.234112e-10,1.144464e-12,5.000000e-01
5.000000e-09,1.539727e-10,8.628662e-13,5.000000e-01
3.226454e-09,7.280745e-10,1.459400e-12,5.000000e-01
5.000000e-09,4.283473e-10,9.361996e-13,5.000000e-01
2.451149e-09,5.863341e-10,1.218726e-12,5.000000e-01
5.000000e-09,4.471768e-10,7.462838e-13,5.000000e-01
3.663769e-09,5.407110e-10,1.075116e-12,5.000000e-01
5.000000e-09,3.292149e-10,7.076925e-13,5.000000e-01
3.058984e-09,6.539235e-10,1.123484e-12,5.000000e-01
5.000000e-09,2.893200e-10,1.102308e-12,5.000000e-01
3.100806e-09,6.780886e-10,1.564205e-12,5.000000e-01
3.927857e-09,6.307040e-10,7.574349e-13,5.000000e-01
4.999890e-09,3.861789e-10,9.721342e-13,5.000000e-01
4.649137e-09,3.804695e-10,1.108899e-12,5.000000e-01
5.000000e-09,3.565585e-10,8.471625e-13,5.000000e-01
5.000000e-09,2.925301e-10,7.186778e-13,5.000000e-01
4.296334e-09,5.451045e-10,6.511596e-13,5.000000e-01
5.000000e-09,3.596844e-10,7.205210e-13,5.000000e-01
4.343826e-09,4.879079e-10,1.054794e-12,5.000000e-01
5.000000e-09,4.377685e-10,1.078574e-12,5.000000e-01
3.594735e-09,5.919482e-10,2.279191e-12,5.000000e-01
4.919989e-09,4.806601e-10,8.083780e-13,5.000000e-01
4.820119e-09,5.222217e-10,6.188411e-13,5.000000e-01
5.000000e-09,6.968690e-10,8.282230e-13,5.000000e-01
3.947300e-09,3.703160e-10,1.427450e-12,5.000000e-01
4.998786e-09,2.633428e-10,1.072890e-12,5.000000e-01
3.046400e-09,1.000000e-10,4.700000e-13,5.000000e-01
5.000000e-09,2.333119e-10,7.854101e-13,5.000000e-01
5.000000e-09,3.383374e-10,7.705667e-13,5.000000e-01
4.854513e-09,4.439952e-10,1.002122e-12,5.000000e-01
3.997910e-09,6.039054e-10,9.106682e-13,5.000000e-01
4.066018e-09,6.073008e-10,4.700653e-13,5.000000e-01
2.640259e-09,1.990391e-09,6.376989e-13,5.000000e-01
3.303572e-09,2.000000e-09,2.350000e-12,5.000000e-01
5.000000e-09,4.226210e-10,9.324445e-13,5.000000e-01
4.999302e-09,2.000000e-09,2.350000e-12,5.000000e-01
4.845619e-09,5.527407e-10,7.185758e-13,5.000000e-01
4.018710e-09,1.376434e-09,4.769114e-13,5.000000e-01
4.724628e-09,4.384979e-10,8.150459e-13,5.000000e-01
3.786348e-09,5.931919e-10,1.002073e-12,5.000000e-01
2.426747e-09,1.079558e-10,7.341146e-13,5.000000e-01
5.000000e-09,3.321984e-10,8.318318e-13,5.000000e-01
5.000000e-10,6.787975e-10,4.700000e-13,5.000000e-01
5.000000e-09,4.207780e-10,1.512036e-12,5.000000e-01
4.931069e-09,2.000000e-09,2.350000e-12,5.000000e-01
4.989000e-09,4.808080e-10,7.099950e-13,5.000000e-01
5.000000e-09,3.597260e-10,9.455462e-13,5.000000e-01
4.824690e-09,4.652055e-10,8.326083e-13,5.000000e-01
4.396001e-09,5.054235e-10,9.681870e-13,5.000000e-01
5.000000e-09,4.384693e-10,7.968935e-13,5.000000e-01
5.000000e-09,1.999511e-09,2.096531e-12,5.000000e-01
4.370755e-09,4.848119e-10,9.842034e-13,5.000000e-01
3.135584e-09,5.255757e-10,1.177990e-12,5.000000e-01
2.986999e-09,7.016459e-10,1.400002e-12,5.000000e-01
3.560575e-09,1.050101e-10,6.461062e-13,5.000000e-01
4.999710e-09,8.754990e-10,1.485219e-12,5.000000e-01
3.840012e-09,6.417974e-10,8.479681e-13,5.000000e-01
3.371939e-09,4.848944e-10,1.166189e-12,5.000000e-01
4.870833e-09,5.192700e-10,9.722267e-13,5.000000e-01
4.889102e-09,4.082760e-10,7.540399e-13,5.000000e-01
2.476475e-09,1.226845e-09,2.246107e-12,5.000000e-01
3.759941e-09,5.721061e-10,1.054982e-12,5.000000e-01
3.537625e-09,5.899248e-10,1.040580e-12,5.000000e-01
4.999999e-09,2.000000e-09,2.350000e-12,5.000000e-01
3.514637e-09,5.666172e-10,1.156586e-12,5.000000e-01
3.362176e-09,6.629131e-10,1.135317e-12,5.000000e-01
5.000000e-09,1.746321e-10,1.025450e-12,5.000000e-01
2.910749e-09,7.092348e-10,9.937204e-13,5.000000e-01
3.171410e-09,5.384630e-10,1.014354e-12,5.000000e-01
3.474191e-09,5.435300e-10,1.112366e-12,5.000000e-01
2.899636e-09,5.969203e-10,8.924509e-13,5.000000e-01
2.826025e-09,7.035946e-10,1.335329e-12,5.000000e-01
3.343059e-09,5.586493e-10,1.065833e-12,5.000000e-01
5.000000e-09,1.193210e-09,2.346113e-12,5.000000e-01
4.815251e-09,5.160515e-10,1.095223e-12,5.000000e-01
3.006268e-09,6.192126e-10,1.253863e-12,5.000000e-01
5.000000e-09,2.091383e-10,7.614092e-13,5.000000e-01
4.393277e-09,4.959774e-10,8.115145e-13,5.000000e-01
5.000000e-09,3.749215e-10,8.273619e-13,5.000000e-01
3.885205e-09,4.771536e-10,1.256286e-12,5.000000e-01
3.225935e-09,5.774299e-10,1.080101e-12,5.000000e-01
4.933614e-09,3.964330e-10,8.542932e-13,5.000000e-01
3.448863e-09,5.558652e-10,1.252648e-12,5.000000e-01
5.000000e-09,7.007803e-10,6.932768e-13,5.000000e-01
3.612458e-09,5.571176e-10,1.056886e-12,5.000000e-01
3.103473e-09,5.366601e-10,1.599069e-12,5.000000e-01
2.723736e-09,7.734281e-10,1.138973e-12,5.000000e-01
2.710480e-09,1.000000e-10,6.998783e-13,5.000000e-01
2.724806e-09,6.437848e-10,7.955622e-13,5.000000e-01
4.003895e-09,5.294728e-10,8.455145e-13,5.000000e-01
3.795412e-09,5.304341e-10,1.050023e-12,5.000000e-01
2.860963e-09,7.427282e-10,7.272166e-13,5.000000e-01
3.189569e-09,5.879643e-10,1.350706e-12,5.000000e-01
3.679824e-09,3.047097e-10,1.549736e-12,5.000000e-01
3.032683e-09,6.614716e-10,1.239751e-12,5.000000e-01
3.399510e-09,4.921594e-10,1.409147e-12,5.000000e-01
2.131892e-09,1.000000e-10,4.700011e-13,5.000000e-01
3.367526e-09,5.162520e-10,1.278483e-12,5.000000e-01
2.461196e-09,5.528294e-10,1.061538e-12,5.000000e-01
5.000000e-09,3.365496e-10,7.692665e-13,5.000000e-01
3.474609e-09,6.116963e-10,9.902294e-13,5.000000e-01
3.010825e-09,5.988387e-10,9.823689e-13,5.000000e-01
5.000000e-09,2.415237e-10,8.436085e-13,5.000000e-01
4.228008e-09,5.690776e-10,1.048551e-12,5.000000e-01
2.551665e-09,7.475521e-10,1.301723e-12,5.000000e-01
3.541464e-09,5.094427e-10,1.155302e-12,5.000000e-01
2.683740e-09,1.029177e-10,7.151519e-13,5.000000e-01
4.983448e-09,4.460185e-10,8.179695e-13,5.000000e-01
2.660773e-09,1.000000e-10,1.046244e-12,5.000000e-01
1.645687e-09,1.004008e-10,4.742883e-13,5.000000e-01
5.000000e-09,3.300835e-10,9.230906e-13,5.000000e-01
3.776867e-09,5.973499e-10,5.738487e-13,5.000000e-01
3.573488e-09,4.854371e-10,1.286451e-12,5.000000e-01
5.000000e-09,3.663626e-10,9.262174e-13,5.000000e-01
5.000000e-09,1.294274e-10,8.360225e-13,5.000000e-01
5.000000e-09,6.933663e-10,2.003906e-12,5.000000e-01
4.434620e-09,5.221416e-10,7.755540e-13,5.000000e-01
4.999039e-09,1.849767e-10,8.833341e-13,5.000000e-01
4.992251e-09,4.426859e-10,7.823767e-13,5.000000e-01
3.729374e-09,4.857950e-10,1.122118e-12,5.000000e-01
5.000000e-09,4.531428e-10,7.607186e-13,5.000000e-01
3.058679e-09,1.590843e-09,5.042511e-13,5.000000e-01
3.693170e-09,5.732811e-10,1.034016e-12,5.000000e-01
4.538574e-09,5.400030e-10,7.684195e-13,5.000000e-01
4.997478e-09,1.877030e-10,8.784818e-13,5.000000e-01
3.094921e-09,4.771301e-10,1.739939e-12,5.000000e-01
3.138269e-09,6.698955e-10,8.254643e-13,5.000000e-01
3.661264e-09,5.270727e-10,1.163745e-12,5.000000e-01
4.999876e-09,3.550902e-10,1.030400e-12,5.000000e-01
3.297213e-09,6.227484e-10,1.534190e-12,5.000000e-01
4.305238e-09,4.986898e-10,9.809818e-13,5.000000e-01
4.022244e-09,5.413932e-10,8.243654e-13,5.000000e-01
3.564038e-09,5.110251e-10,1.055241e-12,5.000000e-01
5.000000e-09,9.289884e-10,2.177244e-12,5.000000e-01
3.786532e-09,5.517419e-10,1.164161e-12,5.000000e-01
4.251867e-09,5.012017e-10,1.089546e-12,5.000000e-01
4.999757e-09,1.437587e-10,9.160713e-13,5.000000e-01
3.067248e-09,6.053139e-10,8.606809e-13,5.000000e-01
4.557926e-09,5.266548e-10,9.408411e-13,5.000000e-01
3.211134e-09,6.174409e-10,1.123126e-12,5.000000e-01
5.000000e-09,3.469217e-10,7.266660e-13,5.000000e-01
2.693377e-09,7.091834e-10,5.398877e-13,5.000000e-01
2.904839e-09,1.351355e-09,4.700000e-13,5.000000e-01
3.101983e-09,7.178167e-10,8.123792e-13,5.000000e-01
3.347154e-09,5.111218e-10,1.067600e-12,5.000000e-01
4.010388e-09,5.965028e-10,9.310003e-13,5.000000e-01
4.998636e-09,1.998518e-09,2.348631e-12,5.000000e-01
3.920326e-09,4.755391e-10,1.199551e-12,5.000000e-01
4.962538e-09,4.133128e-10,1.017768e-12,5.000000e-01
2.804154e-09,6.868797e-10,1.263268e-12,5.000000e-01
3.365238e-09,6.795860e-10,1.602278e-12,5.000000e-01
2.836283e-09,6.751511e-10,2.065418e-12,5.000000e-01
3.375142e-09,6.028462e-10,1.014572e-12,5.000000e-01
5.000000e-09,4.428939e-10,8.533502e-13,5.000000e-01
1.014408e-09,2.361371e-10,4.705052e-13,5.000000e-01
5.000000e-09,3.163400e-10,9.934265e-13,5.000000e-01
3.952558e-09,5.061715e-10,9.744547e-13,5.000000e-01
3.920530e-09,5.024482e-10,1.319782e-12,5.000000e-01
2.822402e-09,4.821081e-10,1.484147e-12,5.000000e-01
4.040513e-09,5.436136e-10,7.766471e-13,5.000000e-01
4.997232e-09,3.620131e-10,8.332358e-13,5.000000e-01
3.752265e-09,4.434575e-10,6.353889e-13,5.000000e-01
4.937766e-09,3.548190e-10,7.871110e-13,5.000000e-01
1.286109e-09,1.274760e-10,4.702055e-13,5.000000e-01
3.276732e-09,6.146978e-10,1.226000e-12,5.000000e-01
4.822405e-09,4.814966e-10,8.023308e-13,5.000000e-01
5.000000e-09,4.303093e-10,7.013626e-13,5.000000e-01
5.000000e-09,4.254843e-10,8.396332e-13,5.000000e-01
4.405718e-09,5.118342e-10,7.043746e-13,5.000000e-01
5.000000e-09,2.833643e-10,9.695405e-13,5.000000e-01
5.000000e-09,1.341096e-10,8.356712e-13,5.000000e-01
3.297578e-09,6.010073e-10,9.938937e-13,5.000000e-01
5.000000e-09,5.069766e-10,7.203684e-13,5.000000e-01
3.572645e-09,6.362233e-10,9.233602e-13,5.000000e-01
5.000000e-09,4.235692e-10,7.974280e-13,5.000000e-01
5.000000e-09,4.992046e-10,6.723527e-13,5.000000e-01
4.565838e-09,4.663002e-10,8.790770e-13,5.000000e-01
3.846608e-09,5.174113e-10,8.641576e-13,5.000000e-01
5.000000e-09,4.866452e-10,8.970385e-13,5.000000e-01
5.000000e-09,3.344134e-10,7.946697e-13,5.000000e-01
5.000000e-09,3.572908e-10,1.037523e-12,5.000000e-01
3.899237e-09,5.957358e-10,6.807158e-13,5.000000e-01
5.000000e-09,3.439654e-10,8.340810e-13,5.000000e-01
5.000000e-09,2.348599e-10,9.612015e-13,5.000000e-01
5.000000e-09,2.206591e-10,9.160143e-13,5.000000e-01
3.020407e-09,2.747774e-10,9.547972e-13,5.000000e-01
3.927236e-09,5.395896e-10,7.806866e-13,5.000000e-01
4.864825e-09,4.002730e-10,9.529999e-13,5.000000e-01
3.052935e-09,1.071477e-09,7.063611e-13,5.000000e-01
5.000000e-09,3.039984e-10,7.768723e-13,5.000000e-01
2.928325e-09,9.122532e-10,1.408149e-12,5.000000e-01
5.000000e-09,3.567911e-10,8.029070e-13,5.000000e-01
1.151503e-09,1.210146e-09,4.703346e-13,5.000000e-01
5.000000e-09,5.710301e-10,2.339473e-12,5.000000e-01
3.387833e-09,5.275650e-10,1.683653e-12,5.000000e-01
1.987590e-09,1.000000e-10,5.154512e-13,5.000000e-01
5.000000e-09,2.921361e-10,6.439629e-13,5.000000e-01
4.999986e-09,1.105454e-10,1.236700e-12,5.000000e-01
5.000000e-09,3.130783e-10,9.020239e-13,5.000000e-01
1.649100e-09,1.003467e-10,4.767062e-13,5.000000e-01
5.000000e-09,2.734864e-10,8.682738e-13,5.000000e-01
3.139910e-09,3.294274e-10,8.759763e-13,5.000000e-01
5.000000e-09,3.043503e-10,8.771379e-13,5.000000e-01
5.000000e-09,2.759037e-10,1.018284e-12,5.000000e-01
4.999951e-09,1.623877e-10,8.348990e-13,5.000000e-01
5.000000e-09,4.135689e-10,5.162056e-13,5.000000e-01
4.944424e-09,4.825454e-10,9.252607e-13,5.000000e-01
3.210531e-09,5.589039e-10,1.275122e-12,5.000000e-01
5.000000e-09,2.976920e-10,8.732029e-13,5.000000e-01
4.553357e-09,2.666291e-10,1.425893e-12,5.000000e-01
3.065358e-09,4.646517e-10,1.516537e-12,5.000000e-01
5.000000e-09,1.356945e-10,1.243685e-12,5.000000e-01
3.011840e-09,3.829180e-10,9.489357e-13,5.000000e-01
3.648616e-09,5.492327e-10,1.178718e-12,5.000000e-01
3.199657e-09,2.684077e-10,2.229138e-12,5.000000e-01
5.000000e-09,2.475476e-10,8.739029e-13,5.000000e-01
2.982886e-09,3.354983e-10,7.104148e-13,5.000000e-01
5.000000e-09,3.323803e-10,5.379923e-13,5.000000e-01
5.000000e-09,2.362637e-10,6.860803e-13,5.000000e-01
5.000000e-09,3.219664e-10,9.030266e-13,5.000000e-01
5.000000e-09,3.977854e-10,7.975075e-13,5.000000e-01
4.431867e-09,5.537016e-10,7.406357e-13,5.000000e-01
4.758245e-09,4.362068e-10,7.634448e-13,5.000000e-01
4.431316e-09,1.000000e-10,1.587106e-12,5.000000e-01
5.000000e-09,4.294252e-10,7.362440e-13,5.000000e-01
5.000000e-09,4.016066e-10,1.030010e-12,5.000000e-01
4.974342e-09,4.445210e-10,9.226258e-13,5.000000e-01
4.785185e-09,1.000000e-10,2.244188e-12,5.000000e-01
5.000000e-09,2.498997e-10,7.569816e-13,5.000000e-01
5.000000e-09,2.648195e-10,6.568300e-13,5.000000e-01
5.000000e-09,6.241870e-10,8.767991e-13,5.000000e-01
5.000000e-09,2.904516e-10,1.022393e-12,5.000000e-01
5.000000e-09,2.561965e-10,8.508747e-13,5.000000e-01
5.000000e-09,3.655667e-10,6.399780e-13,5.000000e-01
2.743815e-09,2.304684e-10,7.275717e-13,5.000000e-01
4.982203e-09,4.397681e-10,6.367105e-13,5.000000e-01
3.763063e-09,5.179636e-10,1.179489e-12,5.000000e-01
4.226497e-09,4.650932e-10,8.807130e-13,5.000000e-01
4.183528e-09,5.032463e-10,1.068279e-12,5.000000e-01
5.000000e-09,4.165756e-10,7.093411e-13,5.000000e-01
5.000000e-09,3.075443e-10,7.933304e-13,5.000000e-01
3.209549e-09,5.821431e-10,1.136767e-12,5.000000e-01
3.294721e-09,5.491988e-10,1.321278e-12,5.000000e-01
2.365786e-09,1.396854e-09,5.072025e-13,5.000000e-01
4.999933e-09,3.253650e-10,6.814530e-13,5.000000e-01
5.000000e-09,4.563809e-10,6.840320e-13,5.000000e-01
5.000000e-09,5.623265e-10,1.011816e-12,5.000000e-01
2.594864e-09,4.682374e-10,9.353323e-13,5.000000e-01
2.507569e-09,7.432200e-10,5.502823e-13,5.000000e-01
5.000000e-09,3.291460e-10,8.668555e-13,5.000000e-01
3.614593e-09,5.462028e-10,1.323024e-12,5.000000e-01
2.677481e-09,1.000274e-10,9.414310e-13,5.000000e-01
5.000000e-09,2.409135e-10,7.995266e-13,5.000000e-01
2.965078e-09,5.354363e-10,2.153173e-12,5.000000e-01
5.000000e-09,5.294611e-10,8.036735e-13,5.000000e-01
3.622088e-09,6.137458e-10,7.294016e-13,5.000000e-01
5.000000e-09,1.022162e-10,8.394259e-13,5.000000e-01
5.000000e-09,3.354312e-10,7.821590e-13,5.000000e-01
5.000000e-09,3.356501e-10,7.988470e-13,5.000000e-01
5.000000e-09,1.409284e-10,7.713178e-13,5.000000e-01
3.565577e-09,3.429594e-10,1.594539e-12,5.000000e-01
2.635844e-09,7.344298e-10,1.617649e-12,5.000000e-01
4.198061e-09,5.120712e-10,9.459201e-13,5.000000e-01
4.874625e-09,4.226553e-10,9.743548e-13,5.000000e-01
3.658991e-09,6.006585e-10,1.250874e-12,5.000000e-01
2.623257e-09,7.983292e-10,2.346428e-12,5.000000e-01
4.998835e-09,4.404062e-10,9.735810e-13,5.000000e-01
4.252312e-09,6.368066e-10,1.925471e-12,5.000000e-01
3.005731e-09,6.305590e-10,1.563959e-12,5.000000e-01
4.966975e-09,4.246307e-10,8.628968e-13,5.000000e-01
5.000000e-09,1.000000e-10,9.554203e-13,5.000000e-01
3.764411e-09,5.102236e-10,5.561595e-13,5.000000e-01
5.000000e-10,2.000000e-09,2.350000e-12,5.000000e-01
3.732366e-09,5.647966e-10,8.601386e-13,5.000000e-01
4.790829e-09,3.610722e-10,1.366991e-12,5.000000e-01
2.938871e-09,4.456678e-10,1.175312e-12,5.000000e-01
4.943419e-09,4.614050e-10,5.828603e-13,5.000000e-01
4.427544e-09,7.835335e-10,4.831212e-13,5.000000e-01
5.000000e-09,3.652257e-10,8.085809e-13,5.000000e-01
3.421192e-09,5.751534e-10,7.490088e-13,5.000000e-01
5.000000e-09,1.892188e-10,6.896644e-13,5.000000e-01
3.564522e-09,5.118341e-10,1.257344e-12,5.000000e-01
5.000000e-09,1.245160e-10,9.911278e-13,5.000000e-01
4.957751e-09,1.064534e-10,2.143639e-12,5.000000e-01
5.000000e-09,4.574032e-10,8.513518e-13,5.000000e-01
4.035207e-09,5.115318e-10,7.530998e-13,5.000000e-01
5.000000e-09,2.940508e-10,7.828753e-13,5.000000e-01
3.684056e-09,6.548171e-10,1.568852e-12,5.000000e-01
5.000000e-09,5.023782e-10,9.308606e-13,5.000000e-01
3.601923e-09,6.571554e-10,1.288019e-12,5.000000e-01
2.130577e-09,1.000000e-10,4.700010e-13,5.000000e-01
3.738838e-09,4.018814e-10,1.614702e-12,5.000000e-01
5.000000e-09,3.016569e-10,1.343672e-12,5.000000e-01
5.000000e-09,2.748937e-10,8.883188e-13,5.000000e-01
4.054118e-09,3.596597e-10,8.253287e-13,5.000000e-01
4.998832e-09,1.310096e-10,8.728374e-13,5.000000e-01
5.000000e-09,1.411075e-09,2.350000e-12,5.000000e-01
5.000000e-09,3.818526e-10,8.312292e-13,5.000000e-01
5.000000e-09,1.903255e-10,7.895093e-13,5.000000e-01
3.770110e-09,5.799082e-10,1.387673e-12,5.000000e-01
5.000000e-09,3.943842e-10,8.558163e-13,5.000000e-01
2.790139e-09,1.010972e-10,5.390939e-13,5.000000e-01
3.691461e-09,6.323885e-10,1.333097e-12,5.000000e-01
2.314346e-09,7.298632e-10,2.320186e-12,5.000000e-01
3.812956e-09,7.347244e-10,1.406052e-12,5.000000e-01
3.908509e-09,5.744690e-10,7.970268e-13,5.000000e-01
5.000000e-09,1.000000e-10,9.962778e-13,5.000000e-01
3.442154e-09,5.962057e-10,1.120179e-12,5.000000e-01
4.822203e-09,4.540404e-10,5.676622e-13,5.000000e-01
5.000000e-09,3.304189e-10,1.555822e-12,5.000000e-01
5.000000e-09,1.690082e-10,5.420834e-13,5.000000e-01
5.000000e-09,4.475846e-10,8.897100e-13,5.000000e-01
5.000000e-09,3.454499e-10,8.225351e-13,5.000000e-01
5.000000e-09,3.884692e-10,1.031318e-12,5.000000e-01
4.702803e-09,3.527576e-10,7.886964e-13,5.000000e-01
4.244299e-09,4.828132e-10,9.583052e-13,5.000000e-01
2.577477e-09,5.331073e-10,1.054834e-12,5.000000e-01
3.921789e-09,3.233587e-10,5.527401e-13,5.000000e-01
5.000000e-09,5.080457e-10,9.365698e-13,5.000000e-01
5.000000e-09,3.623303e-10,1.049471e-12,5.000000e-01
4.268405e-09,6.384915e-10,7.113938e-13,5.000000e-01
2.673837e-09,5.540455e-10,2.122541e-12,5.000000e-01
5.000000e-09,1.200681e-10,8.450654e-13,5.000000e-01
2.703302e-09,7.135395e-10,1.216933e-12,5.000000e-01
5.000000e-09,4.037154e-10,9.642819e-13,5.000000e-01
2.809999e-09,1.093107e-10,1.015177e-12,5.000000e-01
5.000000e-09,3.834563e-10,8.268693e-13,5.000000e-01
5.000000e-09,3.186719e-10,6.653337e-13,5.000000e-01
5.000000e-09,4.598866e-10,9.435786e-13,5.000000e-01
2.385018e-09,1.062753e-10,8.608606e-13,5.000000e-01
4.550621e-09,4.640276e-10,9.178438e-13,5.000000e-01
5.000000e-09,5.778210e-10,7.955118e-13,5.000000e-01
4.681900e-09,5.124883e-10,6.383199e-13,5.000000e-01
3.186511e-09,5.419629e-10,1.859333e-12,5.000000e-01
5.000000e-09,2.865296e-10,8.362606e-13,5.000000e-01
3.365994e-09,4.887290e-10,1.811515e-12,5.000000e-01
5.000000e-09,2.917771e-10,7.428374e-13,5.000000e-01
5.000000e-09,4.258603e-10,7.405061e-13,5.000000e-01
5.000000e-09,3.751108e-10,6.280431e-13,5.000000e-01
5.000000e-09,3.889832e-10,8.192210e-13,5.000000e-01
1.983707e-09,5.692017e-10,4.726171e-13,5.000000e-01
5.000000e-09,4.945647e-10,9.206225e-13,5.000000e-01
5.000000e-10,1.000000e-10,4.700000e-13,5.000000e-01
4.800599e-09,4.423804e-10,9.844405e-13,5.000000e-01
5.000000e-09,2.251133e-10,7.533686e-13,5.000000e-01
3.136664e-09,2.982410e-10,9.111477e-13,5.000000e-01
3.243597e-09,4.061471e-10,1.603447e-12,5.000000e-01
3.776943e-09,4.893740e-10,1.028537e-12,5.000000e-01
4.572638e-09,1.261480e-10,1.360897e-12,5.000000e-01
5.000000e-09,4.246249e-10,7.521217e-13,5.000000e-01
3.304852e-09,6.206130e-10,9.075652e-13,5.000000e-01
2.910950e-09,7.172963e-10,1.356792e-12,5.000000e-01
3.595992e-09,5.926546e-10,1.099522e-12,5.000000e-01
2.883868e-09,9.091520e-10,1.500262e-12,5.000000e-01
4.539522e-09,4.671761e-10,9.468223e-13,5.000000e-01
2.966411e-09,8.097091e-10,1.097884e-12,5.000000e-01
4.998223e-09,7.298007e-10,1.632949e-12,5.000000e-01
5.000000e-09,1.993048e-10,7.721896e-13,5.000000e-01
3.436236e-09,3.002099e-10,8.550711e-13,5.000000e-01
4.199513e-09,5.544942e-10,1.019275e-12,5.000000e-01
5.000000e-09,6.782488e-10,8.043443e-13,5.000000e-01
2.916558e-09,7.252219e-10,1.068703e-12,5.000000e-01
2.013937e-09,6.232269e-10,1.400701e-12,5.000000e-01
5.000000e-09,7.429344e-10,9.495158e-13,5.000000e-01
2.886726e-09,2.000000e-09,2.316189e-12,5.000000e-01
2.568863e-09,6.049592e-10,1.985399e-12,5.000000e-01
3.135897e-09,1.084709e-09,8.611883e-13,5.000000e-01
3.145897e-09,8.340577e-10,1.272015e-12,5.000000e-01
4.986519e-09,7.278358e-10,1.652572e-12,5.000000e-01
3.306476e-09,6.672518e-10,1.358159e-12,5.000000e-01
2.979242e-09,7.801179e-10,1.120151e-12,5.000000e-01
4.311203e-09,2.000000e-09,2.350000e-12,5.000000e-01
3.090026e-09,1.227151e-09,7.824657e-13,5.000000e-01
3.505290e-09,5.888263e-10,1.125679e-12,5.000000e-01
3.789967e-09,6.105771e-10,9.873547e-13,5.000000e-01
2.722043e-09,6.664160e-10,1.565145e-12,5.000000e-01
4.999756e-09,2.000000e-09,2.350000e-12,5.000000e-01
2.626195e-09,8.311788e-10,1.060707e-12,5.000000e-01
3.957880e-09,4.491968e-10,1.096836e-12,5.000000e-01
3.318239e-09,5.983087e-10,1.165783e-12,5.000000e-01
5.000000e-09,4.317100e-10,7.862990e-13,5.000000e-01
3.942560e-09,5.784043e-10,1.116869e-12,5.000000e-01
3.592650e-09,3.317613e-10,1.509899e-12,5.000000e-01
4.862457e-09,3.597515e-10,1.669796e-12,5.000000e-01
4.972266e-09,4.502430e-10,8.509079e-13,5.000000e-01
4.440615e-09,4.851722e-10,1.349710e-12,5.000000e-01
3.533058e-09,5.037814e-10,1.176697e-12,5.000000e-01
3.425590e-09,7.539514e-10,1.321378e-12,5.000000e-01
6.699854e-10,1.002887e-09,4.700000e-13,5.000000e-01
3.361901e-09,5.920833e-10,1.426299e-12,5.000000e-01
5.000000e-09,4.214081e-10,6.340736e-13,5.000000e-01
3.766556e-09,2.949114e-10,2.136171e-12,5.000000e-01
3.308978e-09,5.206623e-10,1.109552e-12,5.000000e-01
5.000000e-09,4.671936e-10,8.212050e-13,5.000000e-01
4.146122e-09,2.000000e-09,2.350000e-12,5.000000e-01
3.120313e-09,7.985152e-10,8.310125e-13,5.000000e-01
3.525825e-09,3.584480e-10,6.556345e-13,5.000000e-01
5.000000e-09,4.577594e-10,8.192794e-13,5.000000e-01
5.000000e-09,1.164990e-10,8.816075e-13,5.000000e-01
3.700939e-09,4.578481e-10,1.201023e-12,5.000000e-01
4.772296e-09,1.296503e-09,1.272781e-12,5.000000e-01
4.131482e-09,6.071635e-10,7.344645e-13,5.000000e-01
3.818577e-09,5.998116e-10,9.153232e-13,5.000000e-01
5.000000e-09,4.795539e-10,8.484017e-13,5.000000e-01
4.707153e-09,4.328470e-10,1.013883e-12,5.000000e-01
4.359631e-09,5.820363e-10,7.488071e-13,5.000000e-01
5.000000e-09,5.572247e-10,1.301953e-12,5.000000e-01
5.000000e-09,3.935982e-10,9.570803e-13,5.000000e-01
3.265999e-09,1.042546e-10,5.484653e-13,5.000000e-01
3.112536e-09,7.725755e-10,1.463698e-12,5.000000e-01
