L1,L2,C,R
4.289650e-09,5.908926e-10,6.994041e-13,5.000000e-01
5.000000e-09,3.027915e-10,7.204787e-13,5.000000e-01
5.000000e-09,4.033175e-10,8.027188e-13,5.000000e-01
2.519469e-09,1.091134e-10,6.360109e-13,5.000000e-01
3.652697e-09,2.669306e-10,9.432545e-13,5.000000e-01
9.265132e-10,1.000417e-10,4.707916e-13,5.000000e-01
3.922442e-09,6.153006e-10,1.273921e-12,5.000000e-01
3.542959e-09,4.188911e-10,7.902572e-13,5.000000e-01
5.000000e-09,3.797809e-10,8.529552e-13,5.000000e-01
3.817094e-09,5.164285e-10,7.205066e-13,5.000000e-01
3.282584e-09,5.983359e-10,7.245204e-13,5.000000e-01
5.000000e-09,2.452993e-10,9.007420e-13,5.000000e-01
5.000000e-09,3.933833e-10,7.530037e-13,5.000000e-01
5.000000e-09,2.424478e-10,9.477028e-13,5.000000e-01
2.028746e-09,1.000000e-10,5.961651e-13,5.000000e-01
5.000000e-09,3.497818e-10,7.134841e-13,5.000000e-01
4.476622e-09,6.547558e-10,1.519278e-12,5.000000e-01
3.528219e-09,5.797477e-10,1.247961e-12,5.000000e-01
2.483710e-09,1.880669e-09,4.725452e-13,5.000000e-01
4.805506e-09,4.679282e-10,8.772831e-13,5.000000e-01
5.000000e-09,2.549711e-10,7.917573e-13,5.000000e-01
5.000000e-09,2.051354e-10,9.877857e-13,5.000000e-01
5.000000e-09,1.929205e-10,7.808718e-13,5.000000e-01
4.876375e-09,5.071847e-10,8.138587e-13,5.000000e-01
5.000000e-09,2.354069e-10,8.944032e-13,5.000000e-01
3.270486e-09,5.354128e-10,9.658968e-13,5.000000e-01
5.000000e-09,1.006022e-10,8.864366e-13,5.000000e-01
5.000000e-09,3.507179e-10,6.677015e-13,5.000000e-01
4.168565e-09,5.086175e-10,1.029015e-12,5.000000e-01
5.000000e-09,3.713561e-10,7.964269e-13,5.000000e-01
4.246524e-09,4.905664e-10,9.130871e-13,5.000000e-01
3.423711e-09,5.766276e-10,1.186348e-12,5.000000e-01
4.852383e-09,4.390527e-10,6.396643e-13,5.000000e-01
5.000000e-09,3.458661e-10,8.730953e-13,5.000000e-01
5.000000e-09,3.882020e-10,7.264513e-13,5.000000e-01
3.772604e-09,5.552934e-10,1.140188e-12,5.000000e-01
4.244586e-09,4.753838e-10,5.327306e-13,5.000000e-01
4.535403e-09,3.076440e-10,1.072451e-12,5.000000e-01
5.000000e-09,1.566580e-10,1.307787e-12,5.000000e-01
2.114119e-09,1.144719e-10,4.700000e-13,5.000000e-01
5.000000e-09,3.262587e-10,7.597473e-13,5.000000e-01
4.493871e-09,5.177372e-10,9.165651e-13,5.000000e-01
5.000000e-09,3.402392e-10,9.602333e-13,5.000000e-01
4.985078e-09,5.848439e-10,2.247951e-12,5.000000e-01
2.943894e-09,6.530635e-10,1.109965e-12,5.000000e-01
3.153092e-09,4.859588e-10,1.064972e-12,5.000000e-01
1.891219e-09,1.151740e-09,4.703138e-13,5.000000e-01
2.399075e-09,9.672845e-10,6.677350e-13,5.000000e-01
3.459598e-09,5.943085e-10,1.522851e-12,5.000000e-01
3.766310e-09,5.094767e-10,9.080990e-13,5.000000e-01
3.619567e-09,5.590044e-10,1.039219e-12,5.000000e-01
4.970827e-09,4.569752e-10,8.290479e-13,5.000000e-01
3.451307e-09,5.236912e-10,1.001291e-12,5.000000e-01
3.066734e-09,5.738211e-10,9.928863e-13,5.000000e-01
3.360749e-09,5.215447e-10,1.563110e-12,5.000000e-01
4.990885e-09,1.452337e-10,8.325818e-13,5.000000e-01
5.000000e-09,3.612656e-10,8.478588e-13,5.000000e-01
2.619817e-09,6.100717e-10,1.397481e-12,5.000000e-01
2.551811e-09,6.474612e-10,5.658756e-13,5.000000e-01
3.019186e-09,5.855176e-10,1.078495e-12,5.000000e-01
3.097475e-09,6.385427e-10,1.481107e-12,5.000000e-01
2.564117e-09,7.724469e-10,1.206026e-12,5.000000e-01
5.000080e-10,1.000000e-10,4.700000e-13,5.000000e-01
2.765718e-09,6.503149e-10,1.039701e-12,5.000000e-01
4.939266e-09,6.766402e-10,1.242073e-12,5.000000e-01
4.955450e-09,3.930564e-10,7.330500e-13,5.000000e-01
3.987518e-09,5.428452e-10,8.845322e-13,5.000000e-01
4.751152e-09,5.679829e-10,7.509611e-13,5.000000e-01
3.790214e-09,3.022288e-10,8.935445e-13,5.000000e-01
4.482331e-09,1.282868e-10,6.918372e-13,5.000000e-01
5.000000e-09,3.413046e-10,1.813957e-12,5.000000e-01
1.855038e-09,1.948253e-10,4.700000e-13,5.000000e-01
2.154171e-09,1.000000e-10,4.700000e-13,5.000000e-01
3.116712e-09,6.231337e-10,1.165769e-12,5.000000e-01
3.059135e-09,5.549613e-10,1.319126e-12,5.000000e-01
2.771062e-09,6.078095e-10,8.506831e-13,5.000000e-01
4.350686e-09,5.280123e-10,8.359563e-13,5.000000e-01
2.433940e-09,5.601001e-10,9.578823e-13,5.000000e-01
5.000000e-09,3.653068e-10,8.429023e-13,5.000000e-01
3.660034e-09,5.120513e-10,1.046154e-12,5.000000e-01
2.622189e-09,3.388775e-10,9.782292e-13,5.000000e-01
4.157953e-09,4.854177e-10,1.118109e-12,5.000000e-01
3.557192e-09,4.033646e-10,1.654286e-12,5.000000e-01
1.971725e-09,1.000317e-10,8.414211e-13,5.000000e-01
2.766677e-09,1.019884e-10,5.071446e-13,5.000000e-01
2.574637e-09,6.498845e-10,1.755097e-12,5.000000e-01
4.920449e-09,3.567137e-10,1.123630e-12,5.000000e-01
4.927352e-09,1.586393e-10,6.252666e-13,5.000000e-01
3.831149e-09,5.952436e-10,7.843052e-13,5.000000e-01
6.275085e-10,1.000029e-10,4.701046e-13,5.000000e-01
5.000000e-09,1.206004e-10,8.638051e-13,5.000000e-01
5.000000e-09,3.906927e-10,6.669488e-13,5.000000e-01
2.995552e-09,6.220676e-10,1.137976e-12,5.000000e-01
5.000000e-09,4.256486e-10,7.716582e-13,5.000000e-01
5.000000e-09,5.257539e-10,5.234055e-13,5.000000e-01
5.009725e-10,1.000000e-10,4.700008e-13,5.000000e-01
5.000000e-09,1.303027e-10,8.574390e-13,5.000000e-01
3.654222e-09,5.145657e-10,1.673847e-12,5.000000e-01
4.090767e-09,4.918500e-10,8.858874e-13,5.000000e-01
3.329816e-09,4.295431e-10,9.367841e-13,5.000000e-01
5.000000e-09,3.345018e-10,7.003560e-13,5.000000e-01
5.000000e-09,4.198437e-10,7.811776e-13,5.000000e-01
3.164128e-09,3.604775e-10,1.515441e-12,5.000000e-01
5.000000e-09,3.682508e-10,1.069362e-12,5.000000e-01
3.869527e-09,5.166971e-10,1.015243e-12,5.000000e-01
4.813504e-09,2.860756e-10,1.219450e-12,5.000000e-01
5.000000e-09,3.163139e-10,7.612558e-13,5.000000e-01
5.000000e-09,4.057141e-10,9.432955e-13,5.000000e-01
5.000000e-09,4.081332e-10,8.858273e-13,5.000000e-01
5.000000e-09,3.601013e-10,1.024232e-12,5.000000e-01
1.247757e-09,1.225492e-10,4.734227e-13,5.000000e-01
4.403763e-09,4.144003e-10,6.019019e-13,5.000000e-01
5.000000e-09,1.018069e-10,8.032829e-13,5.000000e-01
4.103580e-09,5.412237e-10,1.156338e-12,5.000000e-01
5.000000e-09,4.532531e-10,7.533897e-13,5.000000e-01
5.000000e-09,3.587620e-10,7.190650e-13,5.000000e-01
2.672880e-09,1.948993e-10,1.251889e-12,5.000000e-01
5.000000e-09,4.598905e-10,9.654574e-13,5.000000e-01
5.000000e-09,4.319133e-10,8.664867e-13,5.000000e-01
5.000000e-09,6.642694e-10,7.531992e-13,5.000000e-01
4.096555e-09,3.541677e-10,1.278625e-12,5.000000e-01
5.000000e-09,2.946024e-10,8.762454e-13,5.000000e-01
5.000000e-09,2.006319e-10,8.494716e-13,5.000000e-01
5.000000e-09,2.063405e-10,1.046337e-12,5.000000e-01
5.000000e-09,3.754650e-10,7.821632e-13,5.000000e-01
2.657088e-09,6.446791e-10,1.848136e-12,5.000000e-01
5.000000e-09,1.008889e-10,6.856998e-13,5.000000e-01
3.792775e-09,6.364285e-10,7.250760e-13,5.000000e-01
5.000000e-09,2.462409e-10,1.027401e-12,5.000000e-01
3.308244e-09,4.563434e-10,8.848943e-13,5.000000e-01
3.302312e-09,1.054186e-10,9.310352e-13,5.000000e-01
5.000000e-09,2.172424e-10,7.099959e-13,5.000000e-01
5.000000e-09,3.213661e-10,2.350000e-12,5.000000e-01
3.904797e-09,4.471949e-10,8.208596e-13,5.000000e-01
5.000000e-09,3.755146e-10,9.674042e-13,5.000000e-01
5.000000e-09,1.791464e-10,1.522999e-12,5.000000e-01
3.841752e-09,5.217832e-10,9.387682e-13,5.000000e-01
4.777838e-09,4.927986e-10,7.369115e-13,5.000000e-01
5.000000e-09,3.141039e-10,1.002421e-12,5.000000e-01
5.000000e-09,2.564958e-10,9.109083e-13,5.000000e-01
4.500775e-09,4.756168e-10,8.618884e-13,5.000000e-01
5.000000e-09,3.571563e-10,8.098873e-13,5.000000e-01
4.435951e-09,5.025674e-10,9.099904e-13,5.000000e-01
4.986309e-09,3.750913e-10,6.178191e-13,5.000000e-01
2.915856e-09,6.546075e-10,1.069340e-12,5.000000e-01
5.000000e-09,3.520374e-10,9.805616e-13,5.000000e-01
5.000000e-09,3.750869e-10,7.652723e-13,5.000000e-01
2.566163e-09,6.869771e-10,1.004851e-12,5.000000e-01
1.898903e-09,1.004754e-10,4.792022e-13,5.000000e-01
3.745712e-09,4.940970e-10,1.418877e-12,5.000000e-01
5.000000e-09,1.134547e-10,7.793602e-13,5.000000e-01
5.000000e-09,5.598477e-10,6.345536e-13,5.000000e-01
3.478865e-09,4.526751e-10,1.661693e-12,5.000000e-01
4.004913e-09,4.842998e-10,1.274667e-12,5.000000e-01
4.998061e-09,4.779721e-10,8.290253e-13,5.000000e-01
4.654727e-09,4.853727e-10,1.066610e-12,5.000000e-01
5.000000e-09,3.888494e-10,9.107249e-13,5.000000e-01
4.906506e-09,3.093235e-10,5.967082e-13,5.000000e-01
4.996073e-09,1.715826e-10,1.172424e-12,5.000000e-01
5.000000e-09,4.437785e-10,8.004028e-13,5.000000e-01
5.000000e-09,4.088564e-10,8.998720e-13,5.000000e-01
5.000000e-09,3.294503e-10,6.703305e-13,5.000000e-01
5.000000e-09,4.348221e-10,7.317418e-13,5.000000e-01
3.637848e-09,5.271684e-10,1.411299e-12,5.000000e-01
3.157461e-09,6.271414e-10,1.105524e-12,5.000000e-01
2.688349e-09,4.652608e-10,1.065976e-12,5.000000e-01
2.588152e-09,5.548231e-10,8.916916e-13,5.000000e-01
4.456084e-09,1.194965e-10,1.009798e-12,5.000000e-01
2.659108e-09,7.022908e-10,1.650380e-12,5.000000e-01
2.649284e-09,5.883840e-10,1.400857e-12,5.000000e-01
3.145809e-09,6.151506e-10,1.209295e-12,5.000000e-01
2.831943e-09,6.394120e-10,1.185496e-12,5.000000e-01
2.885166e-09,4.996704e-10,8.847889e-13,5.000000e-01
2.980847e-09,6.056870e-10,1.195018e-12,5.000000e-01
3.221796e-09,5.780681e-10,1.212348e-12,5.000000e-01
2.891236e-09,5.154882e-10,1.094176e-12,5.000000e-01
2.705534e-09,6.613636e-10,9.490355e-13,5.000000e-01
2.200067e-09,6.328798e-10,9.898245e-13,5.000000e-01
2.687645e-09,7.830052e-10,1.405226e-12,5.000000e-01
3.007305e-09,6.324784e-10,1.124834e-12,5.000000e-01
2.767143e-09,6.261490e-10,1.259026e-12,5.000000e-01
3.661394e-09,5.863130e-10,9.281443e-13,5.000000e-01
2.774422e-09,7.786057e-10,1.293790e-12,5.000000e-01
3.226790e-09,5.149491e-10,1.232959e-12,5.000000e-01
4.689383e-09,3.049283e-10,8.979766e-13,5.000000e-01
3.134771e-09,6.005399e-10,1.234260e-12,5.000000e-01
2.674278e-09,4.416637e-10,1.150787e-12,5.000000e-01
5.000000e-10,1.000000e-10,4.700000e-13,5.000000e-01
4.499932e-09,1.755037e-10,1.342810e-12,5.000000e-01
2.694000e-09,6.665488e-10,1.055739e-12,5.000000e-01
2.790661e-09,6.303730e-10,1.317002e-12,5.000000e-01
2.598616e-09,7.283790e-10,1.235892e-12,5.000000e-01
4.996201e-09,5.125149e-10,2.340138e-12,5.000000e-01
2.573920e-09,7.774914e-10,1.179720e-12,5.000000e-01
2.694610e-09,6.493686e-10,1.224327e-12,5.000000e-01
5.000000e-10,1.000000e-10,4.700000e-13,5.000000e-01
2.959207e-09,6.282376e-10,1.268187e-12,5.000000e-01
3.258995e-09,5.748892e-10,1.082270e-12,5.000000e-01
2.617214e-09,5.615940e-10,1.036806e-12,5.000000e-01
2.958351e-09,1.024947e-10,4.802783e-13,5.000000e-01
2.695144e-09,6.512320e-10,1.283875e-12,5.000000e-01
2.557442e-09,5.577806e-10,1.047123e-12,5.000000e-01
2.510301e-09,7.173309e-10,1.102751e-12,5.000000e-01
5.000000e-09,6.935994e-10,8.756960e-13,5.000000e-01
4.384877e-09,4.385694e-10,8.143779e-13,5.000000e-01
5.000000e-09,3.801667e-10,8.027425e-13,5.000000e-01
2.879764e-09,1.058101e-10,6.950105e-13,5.000000e-01
5.000000e-09,1.066430e-10,8.518656e-13,5.000000e-01
4.995476e-09,3.054366e-10,6.520940e-13,5.000000e-01
5.000000e-09,2.714919e-10,9.706207e-13,5.000000e-01
3.322632e-09,5.540408e-10,1.091993e-12,5.000000e-01
3.454420e-09,5.464392e-10,1.167537e-12,5.000000e-01
3.898145e-09,4.765167e-10,7.803199e-13,5.000000e-01
4.998158e-09,3.966838e-10,9.029257e-13,5.000000e-01
3.697410e-09,4.383848e-10,1.186957e-12,5.000000e-01
4.972798e-09,3.541407e-10,9.802222e-13,5.000000e-01
4.994566e-09,3.534832e-10,9.811592e-13,5.000000e-01
4.972953e-09,4.547618e-10,5.253270e-13,5.000000e-01
4.850685e-09,5.008670e-10,7.340039e-13,5.000000e-01
3.499602e-09,5.460073e-10,1.083840e-12,5.000000e-01
4.408219e-09,4.567588e-10,1.116028e-12,5.000000e-01
2.600987e-09,1.035612e-10,5.336193e-13,5.000000e-01
5.000000e-09,1.278493e-10,7.223402e-13,5.000000e-01
4.998288e-09,1.000000e-10,8.632700e-13,5.000000e-01
3.332537e-09,4.628154e-10,9.011038e-13,5.000000e-01
3.905746e-09,1.006962e-10,6.722740e-13,5.000000e-01
5.000000e-09,3.830016e-10,7.577409e-13,5.000000e-01
2.416321e-09,1.801885e-09,4.700000e-13,5.000000e-01
4.999186e-09,4.117995e-10,9.335395e-13,5.000000e-01
5.000000e-10,1.734443e-09,4.700000e-13,5.000000e-01
3.720953e-09,2.950727e-10,1.583161e-12,5.000000e-01
4.577323e-09,5.220946e-10,7.964287e-13,5.000000e-01
4.642073e-09,4.464855e-10,9.393862e-13,5.000000e-01
4.788016e-09,6.179847e-10,6.297719e-13,5.000000e-01
5.000000e-09,3.985523e-10,9.674225e-13,5.000000e-01
4.998741e-09,3.730714e-10,6.847055e-13,5.000000e-01
4.796156e-09,4.774086e-10,1.102782e-12,5.000000e-01
2.747546e-09,6.358881e-10,2.317585e-12,5.000000e-01
4.998728e-09,3.725478e-10,9.315434e-13,5.000000e-01
5.000000e-09,2.387072e-10,6.871687e-13,5.000000e-01
2.913928e-09,5.364501e-10,1.119773e-12,5.000000e-01
3.226437e-09,5.237473e-10,9.761286e-13,5.000000e-01
3.390140e-09,4.106980e-10,1.500117e-12,5.000000e-01
2.633604e-09,5.037987e-10,9.755086e-13,5.000000e-01
4.083079e-09,5.075098e-10,6.544582e-13,5.000000e-01
3.889125e-09,6.083668e-10,1.615334e-12,5.000000e-01
3.676730e-09,4.783267e-10,1.254670e-12,5.000000e-01
2.437903e-09,1.461419e-09,6.522060e-13,5.000000e-01
2.850226e-09,1.000098e-10,7.802338e-13,5.000000e-01
4.046739e-09,5.135113e-10,1.350700e-12,5.000000e-01
5.000000e-09,2.499749e-10,7.051633e-13,5.000000e-01
4.999445e-09,3.812996e-10,7.300552e-13,5.000000e-01
5.000000e-09,4.664129e-10,5.752468e-13,5.000000e-01
7.944552e-10,1.382799e-09,7.885940e-13,5.000000e-01
3.407362e-09,6.162531e-10,1.565818e-12,5.000000e-01
4.867402e-09,4.716037e-10,8.217614e-13,5.000000e-01
5.000000e-09,1.757853e-10,9.113653e-13,5.000000e-01
5.000000e-09,1.006161e-10,8.184248e-13,5.000000e-01
5.000000e-09,1.545220e-10,9.110388e-13,5.000000e-01
5.000000e-09,5.101246e-10,5.169007e-13,5.000000e-01
5.000000e-09,4.902420e-10,7.566874e-13,5.000000e-01
4.666760e-09,4.712324e-10,8.568577e-13,5.000000e-01
5.000000e-09,8.959597e-10,1.467274e-12,5.000000e-01
4.680544e-09,4.873358e-10,1.161406e-12,5.000000e-01
5.000000e-09,3.706094e-10,8.818409e-13,5.000000e-01
4.987492e-09,8.011900e-10,2.298421e-12,5.000000e-01
2.714424e-09,1.327337e-09,7.100706e-13,5.000000e-01
5.000000e-09,3.656145e-10,9.498606e-13,5.000000e-01
5.000000e-09,4.996850e-10,8.651180e-13,5.000000e-01
4.990454e-09,3.362029e-10,7.961741e-13,5.000000e-01
5.000000e-09,3.780631e-10,5.520649e-13,5.000000e-01
5.000000e-09,3.853112e-10,1.031386e-12,5.000000e-01
5.000000e-09,4.739989e-10,9.820995e-13,5.000000e-01
5.000000e-09,4.487322e-10,9.345650e-13,5.000000e-01
4.435253e-09,5.289188e-10,8.128978e-13,5.000000e-01
5.000000e-09,2.867384e-10,8.420330e-13,5.000000e-01
5.000000e-09,4.627787e-10,9.181859e-13,5.000000e-01
5.000000e-09,3.137069e-10,9.476281e-13,5.000000e-01
3.342636e-09,4.714032e-10,8.814917e-13,5.000000e-01
3.763753e-09,6.424657e-10,1.353929e-12,5.000000e-01
3.130860e-09,3.774651e-10,9.396436e-13,5.000000e-01
4.998992e-09,6.924631e-10,2.320292e-12,5.000000e-01
5.000000e-09,4.518979e-10,1.014102e-12,5.000000e-01
5.000000e-09,2.342828e-10,8.978523e-13,5.000000e-01
4.385413e-09,3.323949e-10,1.086746e-12,5.000000e-01
5.000000e-09,1.044944e-10,8.399312e-13,5.000000e-01
4.263570e-09,5.156933e-10,1.020177e-12,5.000000e-01
5.000000e-09,3.516226e-10,7.994659e-13,5.000000e-01
5.000000e-09,1.234982e-10,8.746977e-13,5.000000e-01
5.000000e-09,4.476479e-10,6.957392e-13,5.000000e-01
4.514189e-09,5.856803e-10,7.441396e-13,5.000000e-01
5.000000e-09,2.426126e-10,6.724407e-13,5.000000e-01
4.044312e-09,2.290880e-10,1.578369e-12,5.000000e-01
4.968269e-09,5.021748e-10,5.579835e-13,5.000000e-01
5.000000e-09,5.096901e-10,7.821153e-13,5.000000e-01
5.000000e-09,4.902905e-10,8.081025e-13,5.000000e-01
5.000000e-09,4.156636e-10,8.510183e-13,5.000000e-01
5.000000e-09,2.938119e-10,8.558502e-13,5.000000e-01
5.000000e-09,3.897356e-10,9.264355e-13,5.000000e-01
5.000000e-09,1.160416e-09,2.273989e-12,5.000000e-01
4.146966e-09,8.666319e-10,1.937495e-12,5.000000e-01
5.000000e-09,5.375775e-10,6.680643e-13,5.000000e-01
5.000000e-09,3.302333e-10,8.701557e-13,5.000000e-01
5.000000e-09,5.333075e-10,7.782713e-13,5.000000e-01
5.000000e-09,1.157693e-10,1.072056e-12,5.000000e-01
3.220411e-09,5.160662e-10,6.414236e-13,5.000000e-01
5.000000e-09,5.053396e-10,8.258690e-13,5.000000e-01
5.000000e-09,1.480305e-10,1.011686e-12,5.000000e-01
4.999951e-09,6.631055e-10,1.351633e-12,5.000000e-01
5.000000e-09,4.419234e-10,6.428027e-13,5.000000e-01
4.993716e-09,4.016407e-10,6.387212e-13,5.000000e-01
5.000000e-09,3.883196e-10,9.851220e-13,5.000000e-01
5.000000e-09,1.040088e-10,7.373789e-13,5.000000e-01
5.000000e-09,2.836701e-10,5.335670e-13,5.000000e-01
5.000000e-09,6.206366e-10,8.404062e-13,5.000000e-01
5.000000e-09,3.540541e-10,7.631134e-13,5.000000e-01
4.999960e-09,4.732310e-10,9.929115e-13,5.000000e-01
3.486701e-09,3.259529e-10,1.386265e-12,5.000000e-01
2.795427e-09,1.477907e-10,7.829559e-13,5.000000e-01
4.550912e-09,6.130409e-10,9.669528e-13,5.000000e-01
5.000000e-09,1.305420e-09,2.350000e-12,5.000000e-01
5.000000e-09,2.764190e-10,7.429938e-13,5.000000e-01
5.000000e-09,1.843469e-10,7.744042e-13,5.000000e-01
2.789554e-09,1.252250e-10,9.048323e-13,5.000000e-01
4.966757e-09,3.755024e-10,1.410843e-12,5.000000e-01
4.315266e-09,4.774630e-10,1.059562e-12,5.000000e-01
2.633167e-09,2.000000e-09,2.350000e-12,5.000000e-01
3.924490e-09,6.288759e-10,1.330753e-12,5.000000e-01
5.000000e-09,2.996829e-10,7.902312e-13,5.000000e-01
2.145765e-09,1.231902e-10,4.908204e-13,5.000000e-01
4.290540e-09,4.232551e-10,1.263543e-12,5.000000e-01
3.531630e-09,7.040709e-10,1.263415e-12,5.000000e-01
4.065744e-09,5.682546e-10,4.834449e-13,5.000000e-01
3.370044e-09,5.759420e-10,1.028067e-12,5.000000e-01
5.000000e-09,4.813653e-10,7.114179e-13,5.000000e-01
4.346811e-09,3.153121e-10,5.228937e-13,5.000000e-01
5.000000e-09,6.230817e-10,7.832948e-13,5.000000e-01
5.000000e-09,3.269616e-10,9.665840e-13,5.000000e-01
9.565310e-10,4.658914e-10,5.329582e-13,5.000000e-01
5.000000e-09,4.851041e-10,8.803372e-13,5.000000e-01
5.000000e-09,2.242179e-10,8.911666e-13,5.000000e-01
3.863911e-09,5.287317e-10,8.368734e-13,5.000000e-01
5.000000e-09,2.828921e-10,7.377321e-13,5.000000e-01
4.998321e-09,6.436115e-10,8.260291e-13,5.000000e-01
3.218222e-09,8.178232e-10,8.909638e-13,5.000000e-01
4.326493e-09,4.910253e-10,1.101296e-12,5.000000e-01
2.856425e-09,6.634946e-10,1.025893e-12,5.000000e-01
3.407180e-09,5.826519e-10,8.895080e-13,5.000000e-01
4.998160e-09,5.385762e-10,6.275880e-13,5.000000e-01
3.308201e-09,6.607558e-10,9.362422e-13,5.000000e-01
3.988528e-09,9.179609e-10,6.001704e-13,5.000000e-01
4.184085e-09,5.413976e-10,8.353166e-13,5.000000e-01
5.000000e-09,4.237580e-10,9.426335e-13,5.000000e-01
5.000000e-09,2.674851e-10,9.485609e-13,5.000000e-01
4.968879e-09,4.834086e-10,1.077596e-12,5.000000e-01
5.000000e-09,4.244419e-10,9.852415e-13,5.000000e-01
4.851564e-09,5.500702e-10,8.857073e-13,5.000000e-01
5.000000e-09,4.852420e-10,8.332546e-13,5.000000e-01
4.737601e-09,5.504480e-10,1.218996e-12,5.000000e-01
5.000000e-09,4.539703e-10,8.815109e-13,5.000000e-01
4.871755e-09,5.027253e-10,1.054160e-12,5.000000e-01
4.999340e-09,1.086865e-10,8.997192e-13,5.000000e-01
5.000000e-09,3.180579e-10,9.010970e-13,5.000000e-01
4.869697e-09,5.346062e-10,6.230944e-13,5.000000e-01
5.000000e-09,4.354691e-10,6.251930e-13,5.000000e-01
1.979096e-09,6.529172e-10,5.211765e-13,5.000000e-01
2.680849e-09,6.400467e-10,1.059377e-12,5.000000e-01
3.681834e-09,5.062587e-10,1.076337e-12,5.000000e-01
4.952847e-09,4.940914e-10,7.026475e-13,5.000000e-01
3.388037e-09,5.145977e-10,8.588475e-13,5.000000e-01
3.599365e-09,6.955696e-10,1.281649e-12,5.000000e-01
5.000000e-09,1.092353e-10,8.003282e-13,5.000000e-01
3.340245e-09,4.572537e-10,9.092454e-13,5.000000e-01
4.999192e-09,1.718207e-10,1.195892e-12,5.000000e-01
5.000000e-09,4.134619e-10,1.012058e-12,5.000000e-01
2.835940e-09,6.562841e-10,1.410209e-12,5.000000e-01
5.000000e-09,3.695641e-10,7.615445e-13,5.000000e-01
3.666906e-09,5.399889e-10,1.113669e-12,5.000000e-01
2.848392e-09,6.621298e-10,1.191705e-12,5.000000e-01
4.528043e-09,4.325676e-10,1.214023e-12,5.000000e-01
3.688791e-09,5.134751e-10,8.524185e-13,5.000000e-01
5.000000e-09,4.204487e-10,8.068402e-13,5.000000e-01
4.160004e-09,4.963256e-10,9.744782e-13,5.000000e-01
5.000000e-10,5.260712e-10,4.700000e-13,5.000000e-01
4.999809e-09,3.132163e-10,8.585096e-13,5.000000e-01
5.000000e-09,3.028677e-10,1.015636e-12,5.000000e-01
4.635448e-09,2.284211e-10,1.224642e-12,5.000000e-01
5.000000e-09,3.770122e-10,7.657203e-13,5.000000e-01
5.000000e-09,6.463104e-10,8.839636e-13,5.000000e-01
4.363397e-09,5.075187e-10,8.966277e-13,5.000000e-01
3.825636e-09,3.874885e-10,8.047902e-13,5.000000e-01
3.445543e-09,4.917532e-10,9.072567e-13,5.000000e-01
3.066552e-09,5.224581e-10,1.524156e-12,5.000000e-01
4.673580e-09,5.020276e-10,8.044745e-13,5.000000e-01
3.794129e-09,4.847134e-10,8.650907e-13,5.000000e-01
5.000000e-09,3.442356e-10,8.084907e-13,5.000000e-01
3.144767e-09,1.000000e-10,1.090150e-12,5.000000e-01
4.996092e-09,4.822981e-10,7.532883e-13,5.000000e-01
3.126801e-09,5.274415e-10,9.858378e-13,5.000000e-01
3.876662e-09,5.073616e-10,9.336087e-13,5.000000e-01
4.959854e-09,3.534793e-10,1.554667e-12,5.000000e-01
5.000000e-09,1.073501e-10,8.593340e-13,5.000000e-01
5.000000e-09,4.393944e-10,6.946440e-13,5.000000e-01
4.236826e-09,4.582619e-10,1.134844e-12,5.000000e-01
4.013577e-09,5.443665e-10,9.893427e-13,5.000000e-01
4.971586e-09,1.006535e-10,1.565890e-12,5.000000e-01
2.566798e-09,6.197491e-10,8.489678e-13,5.000000e-01
5.000000e-09,4.597994e-10,6.842697e-13,5.000000e-01
4.401504e-09,5.960688e-10,8.160855e-13,5.000000e-01
4.997575e-09,3.679391e-10,1.009994e-12,5.000000e-01
5.000000e-09,4.289368e-10,8.620792e-13,5.000000e-01
5.000000e-09,1.041360e-10,6.376731e-13,5.000000e-01
3.848777e-09,5.346413e-10,1.086930e-12,5.000000e-01
5.000000e-10,2.000000e-09,2.350000e-12,5.000000e-01
2.793099e-09,4.288413e-10,2.214517e-12,5.000000e-01
4.957096e-09,4.571862e-10,1.005799e-12,5.000000e-01
5.000000e-09,7.083085e-10,8.580883e-13,5.000000e-01
5.000000e-09,4.487027e-10,1.082694e-12,5.000000e-01
5.000000e-09,2.623372e-10,9.519610e-13,5.000000e-01
4.872540e-09,4.762924e-10,9.343999e-13,5.000000e-01
5.000000e-09,4.049201e-10,7.705797e-13,5.000000e-01
3.732063e-09,5.947455e-10,7.440016e-13,5.000000e-01
5.000000e-09,3.667596e-10,8.164022e-13,5.000000e-01
3.153092e-09,6.461785e-10,1.700183e-12,5.000000e-01
5.000000e-09,1.696230e-10,7.857553e-13,5.000000e-01
5.000000e-09,4.583839e-10,8.045037e-13,5.000000e-01
5.000000e-09,1.134925e-10,7.473802e-13,5.000000e-01
5.000000e-09,1.049551e-10,8.409864e-13,5.000000e-01
3.626626e-09,7.076542e-10,8.072494e-13,5.000000e-01
5.000000e-09,3.128021e-10,7.313285e-13,5.000000e-01
5.000000e-09,3.524972e-10,9.647633e-13,5.000000e-01
5.000000e-09,4.700211e-10,9.298580e-13,5.000000e-01
4.210653e-09,5.031878e-10,1.133619e-12,5.000000e-01
5.000000e-09,3.735379e-10,9.879592e-13,5.000000e-01
4.876958e-09,3.279759e-10,1.164845e-12,5.000000e-01
5.000000e-09,4.343492e-10,5.702838e-13,5.000000e-01
5.000000e-09,3.349528e-10,6.526458e-13,5.000000e-01
